project_id,project_name,solution_id,optimization_id,optimization_name,solution_status,created_at,construct_id,spec_id,prompt_version,num_specs_in_solution,num_runtime_measurements,metric_name,runtime_measurements,metric_measurements,metric_count
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,fec5b161-b311-484e-9bd0-2dfaab633afb,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,0f482d67-7b12-41ce-b0ff-10c8e6399e51,d533bbb8-a001-44ce-87d3-347cae79e20e,enhanced,1,10,runtime,"89.3517849810014,89.5959833030065,89.84292342499248,89.97006108399364,90.07322193399887,89.73567548400024,89.26776134700049,89.17357238099794,89.60247807000997,89.89422285501496","89.3517849810014,89.5959833030065,89.84292342499248,89.97006108399364,90.07322193399887,89.73567548400024,89.26776134700049,89.17357238099794,89.60247807000997,89.89422285501496",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,45f7a615-e6d9-4680-9b50-2108dd78a323,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,ed0e05d2-3f39-4f23-b645-56d627a7f46f,d04dad93-0db9-4137-a2e1-310d72beffb9,standard,1,10,runtime,"89.9470302570262,90.10086947199306,89.30617744699703,88.9513937959855,89.33700338698691,89.86384828598239,89.40518853798858,89.0529955039965,89.2546592669969,89.17749320200528","89.9470302570262,90.10086947199306,89.30617744699703,88.9513937959855,89.33700338698691,89.86384828598239,89.40518853798858,89.0529955039965,89.2546592669969,89.17749320200528",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,afe8efce-2d7d-4b9e-9697-2c17eb3fb907,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,e82620a5-5d91-4fb9-9954-582ba45b271c,simplified,1,10,runtime,"89.06709042200237,89.58699050499126,89.98208254700876,89.4283054160187,89.26139909800258,89.24237096798606,88.97411152301356,89.61841674600146,89.60579668098944,89.55899100002716","89.06709042200237,89.58699050499126,89.98208254700876,89.4283054160187,89.26139909800258,89.24237096798606,88.97411152301356,89.61841674600146,89.60579668098944,89.55899100002716",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7a577ea7-00fc-4f1a-8b8f-ddfd3a1afdbe,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,60ad4efd-5fc2-457f-a2c3-4a260eb6078c,6b551d50-c27b-45bc-8e79-9ee8e64ad410,enhanced,1,10,runtime,"88.96741663699504,89.65630097099347,88.97387406599591,90.05399210099131,89.58835450100014,89.23742973798653,89.44584242199198,89.2141953179962,89.25865242397413,89.44573609100189","88.96741663699504,89.65630097099347,88.97387406599591,90.05399210099131,89.58835450100014,89.23742973798653,89.44584242199198,89.2141953179962,89.25865242397413,89.44573609100189",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,35771765-1c39-49d2-8dd5-9f9612fcb5c7,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,60ad4efd-5fc2-457f-a2c3-4a260eb6078c,d3f6ecd0-bf65-4642-bf68-92b6ebea32c4,simplified,1,10,runtime,"89.35517458998947,89.22374720399966,89.23943519301247,89.59816049700021,89.70821544798673,89.98609602698707,89.70946347399149,89.81114629199146,89.98198466098984,88.89051418798044","89.35517458998947,89.22374720399966,89.23943519301247,89.59816049700021,89.70821544798673,89.98609602698707,89.70946347399149,89.81114629199146,89.98198466098984,88.89051418798044",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3f5a0a70-1e7d-4beb-b584-843c8601e0c4,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,a708e396-2e2a-431c-96cc-ec714254ced1,689fb0c1-dd34-4676-a14e-eb6369edf2c2,simplified,1,10,runtime,"89.41874734900193,89.38064130401472,89.38812291400973,89.2263900389953,90.52069532798487,90.78378418899956,90.91108533300576,90.4203825549921,90.30501489000744,90.03820480001741","89.41874734900193,89.38064130401472,89.38812291400973,89.2263900389953,90.52069532798487,90.78378418899956,90.91108533300576,90.4203825549921,90.30501489000744,90.03820480001741",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,50d606fd-fe78-4b98-8942-83c4197cf035,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,ed0e05d2-3f39-4f23-b645-56d627a7f46f,1362dab2-f454-49a6-bf98-722750fb36b3,simplified,1,10,runtime,"89.9301142040058,90.30626849801047,89.78119130700361,88.9183000959747,89.27985180000542,89.45079204399372,89.22611084100208,89.51872511699912,89.69725218098029,89.93945491299382","89.9301142040058,90.30626849801047,89.78119130700361,88.9183000959747,89.27985180000542,89.45079204399372,89.22611084100208,89.51872511699912,89.69725218098029,89.93945491299382",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8577430f-f362-4020-adf0-56c3111b1648,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,e7919761-c5e7-480f-94df-2254d3a8e68c,standard,1,10,runtime,"89.43662048701663,88.92128579699784,89.89867906901054,88.90444552700501,89.54849102097796,89.10401448298944,90.02077916800044,91.0456764200062,90.77694246298051,89.4864420350059","89.43662048701663,88.92128579699784,89.89867906901054,88.90444552700501,89.54849102097796,89.10401448298944,90.02077916800044,91.0456764200062,90.77694246298051,89.4864420350059",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ffb4accc-e44e-4ba1-a7d0-604dc5d0a307,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,964ede2c-075f-4629-8a81-52bf163e5d94,5e8e4561-5403-4f88-89ed-3efdba40b1a0,baseline,1,10,runtime,"89.72918757799198,89.55016497999895,89.26004431099864,89.66023453400703,89.41936614899896,89.53332017999492,90.01073746901238,91.3766502860235,90.2513226220035,89.84252391100745","89.72918757799198,89.55016497999895,89.26004431099864,89.66023453400703,89.41936614899896,89.53332017999492,90.01073746901238,91.3766502860235,90.2513226220035,89.84252391100745",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8d0a7e94-6743-4a80-9161-26e4c82b8547,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,a4a1d71a-7ffd-4aff-9763-9966bebc7fe9,28d3678c-707e-48b1-a6cd-ba8679e611a5,baseline,1,10,runtime,"89.44334422197426,89.78753564401995,89.99420828002621,89.90187623200472,89.26899074402172,88.99846322499798,89.05534652201459,89.12764973999583,89.18980254800408,89.3241063010064","89.44334422197426,89.78753564401995,89.99420828002621,89.90187623200472,89.26899074402172,88.99846322499798,89.05534652201459,89.12764973999583,89.18980254800408,89.3241063010064",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,81d12857-a87d-4060-9c8b-16916f083b4f,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,0f482d67-7b12-41ce-b0ff-10c8e6399e51,21909e7a-addf-4333-9b21-b9be01a68348,simplified,1,10,runtime,"88.94889962198795,89.01710729699698,89.46890895601246,88.96784109098371,89.30071664499701,89.56471687601879,89.72267727501458,89.37759645399638,89.28472147198045,89.27412549799192","88.94889962198795,89.01710729699698,89.46890895601246,88.96784109098371,89.30071664499701,89.56471687601879,89.72267727501458,89.37759645399638,89.28472147198045,89.27412549799192",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,b9aeefa8-f3e6-4e78-b288-efb16c26d466,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,ed0e05d2-3f39-4f23-b645-56d627a7f46f,9c610517-64eb-495f-a67a-027d788bedd1,simplified,1,10,runtime,"89.46517698999378,88.84393400300178,88.82512081600726,89.052378124994,89.4087100100005,89.43002610999974,89.10003086400684,89.79504773300141,90.01617481498397,89.70309051399818","89.46517698999378,88.84393400300178,88.82512081600726,89.052378124994,89.4087100100005,89.43002610999974,89.10003086400684,89.79504773300141,90.01617481498397,89.70309051399818",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ade8f429-9212-4b08-a5e1-c657db4db0a3,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,c5f9756b-ac08-4552-8c04-90874c2394c7,simplified,1,10,runtime,"88.87598135200096,89.10143211999093,89.06147935200715,89.27134799101623,88.769771872001,88.65280256001279,88.80240233600489,89.60041478901985,89.67085872002644,89.33128366898745","88.87598135200096,89.10143211999093,89.06147935200715,89.27134799101623,88.769771872001,88.65280256001279,88.80240233600489,89.60041478901985,89.67085872002644,89.33128366898745",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,2b500f06-bf75-4763-b67a-049cf6c66dab,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,964ede2c-075f-4629-8a81-52bf163e5d94,89f2481e-6cae-4cd0-adf2-4f8de6d8cbf1,standard,1,10,runtime,"89.35284716801834,89.10366751099355,89.42062316200463,89.68876961700153,89.39338138297899,89.14752951997798,88.7989254220156,89.00137176402495,88.60972934297752,88.79843720400822","89.35284716801834,89.10366751099355,89.42062316200463,89.68876961700153,89.39338138297899,89.14752951997798,88.7989254220156,89.00137176402495,88.60972934297752,88.79843720400822",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,668aeff8-05e1-44fc-a718-08344199c685,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,All,All,enhanced,10,100,runtime,"89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754","89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754,89.50415870701545,89.31615736801177,89.60518700498505,89.51393641100731,89.7927689399803,90.61684636000427,89.91313768000691,89.84073740901658,89.53319946999545,89.45618604897754",100
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,382b9d3a-0ccb-4d21-853a-0db395844458,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,97ab3b7b-25c1-49eb-aebb-51764115ae2d,b7425730-0122-46c6-a934-caefabfcd0fc,enhanced,1,10,runtime,"89.25655223999638,88.91127391500049,89.35681428501266,89.24055053701159,88.82145651700557,89.33813208597712,89.62288983998587,89.03958046200569,89.09669838100672,89.5398213530134","89.25655223999638,88.91127391500049,89.35681428501266,89.24055053701159,88.82145651700557,89.33813208597712,89.62288983998587,89.03958046200569,89.09669838100672,89.5398213530134",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,b4e76ebb-8c61-4661-94b2-b31f72cce4f9,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,97ab3b7b-25c1-49eb-aebb-51764115ae2d,a7c39683-1b1e-485e-8574-369bf9c88f03,enhanced,1,10,runtime,"89.65718195799855,88.93558539700462,88.87999125599163,89.012170417991,89.37520060001407,89.69678969099186,89.24471152899787,88.963988959993,88.9601470050111,89.47279340101522","89.65718195799855,88.93558539700462,88.87999125599163,89.012170417991,89.37520060001407,89.69678969099186,89.24471152899787,88.963988959993,88.9601470050111,89.47279340101522",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,d859310c-54ad-4668-8823-8b4fa4be2abb,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,3a137da2-31e7-413b-ac00-8eecbd731a13,81644277-267e-45c3-8deb-021f13fec99c,baseline,1,10,runtime,"89.63507705400116,89.30265428102575,89.93841221102048,90.42242411800544,89.67529156600358,89.43298568198225,89.53995384200243,89.49841793600353,89.10853334501735,89.02249442599714","89.63507705400116,89.30265428102575,89.93841221102048,90.42242411800544,89.67529156600358,89.43298568198225,89.53995384200243,89.49841793600353,89.10853334501735,89.02249442599714",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ebf351e7-8055-44e9-80ae-53c5a64a4a5f,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,enhanced,1,10,runtime,"89.42492403599317,89.9117890909838,89.65698034098023,88.71779143300955,89.06527194200316,88.54695795002044,89.12673823500518,89.16015976000926,89.67649083098513,89.12282807100564","89.42492403599317,89.9117890909838,89.65698034098023,88.71779143300955,89.06527194200316,88.54695795002044,89.12673823500518,89.16015976000926,89.67649083098513,89.12282807100564",10
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,9e2e772a-0c6d-4198-bd50-f7345efce8dc,9afc41b2-17f5-4799-90f1-1f1eb3625c42,BitNet - 70970,SolutionStatusEnum.success,Unknown,3a137da2-31e7-413b-ac00-8eecbd731a13,2ef3c29a-3b90-4ffb-ae9e-fa5f29b937ff,standard,1,10,runtime,"89.3286263460177,89.45980802198756,88.89665373199387,89.3725423120195,89.00052849799977,89.03003915899899,89.12990939599695,89.98245668000891,88.89828680999926,89.32762235199334","89.3286263460177,89.45980802198756,88.89665373199387,89.3725423120195,89.00052849799977,89.03003915899899,89.12990939599695,89.98245668000891,88.89828680999926,89.32762235199334",10
